,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
7078,1,group C,bachelor's degree,free/reduced,2,school_bus,5 - 10,49,68,68
7079,1,group C,some college,standard,1,private,5 - 10,56,72,77
7080,0,group D,some college,free/reduced,2,private,5 - 10,80,77,76
7081,1,group D,associate's degree,standard,0,school_bus,< 5,60,68,75
7082,0,group D,some college,free/reduced,0,school_bus,5 - 10,35,30,32
7083,0,group A,high school,free/reduced,1,school_bus,< 5,63,74,70
7084,0,group C,some college,standard,1,private,< 5,52,42,46
7085,1,group B,bachelor's degree,standard,2,school_bus,> 10,74,73,73
7086,0,group D,some college,standard,2,school_bus,> 10,85,80,82
7087,0,group C,master's degree,standard,2,private,> 10,67,67,64
7088,0,group E,associate's degree,standard,3,school_bus,< 5,95,91,88
7089,0,group C,bachelor's degree,standard,2,school_bus,< 5,60,62,55
7090,1,group D,some high school,standard,3,private,5 - 10,63,65,73
7091,1,group C,associate's degree,standard,1,private,> 10,78,84,87
7092,1,group D,some high school,standard,4,school_bus,> 10,46,58,60
7093,0,group B,some high school,free/reduced,3,school_bus,5 - 10,52,46,40
7094,1,group C,some college,free/reduced,1,school_bus,> 10,53,72,66
7095,1,group C,some college,standard,6,school_bus,5 - 10,67,80,71
7096,0,group B,bachelor's degree,standard,1,school_bus,< 5,84,81,77
7097,0,group D,high school,free/reduced,5,private,5 - 10,73,65,66
7098,1,group C,some high school,standard,0,private,< 5,63,73,71
7099,1,group A,associate's degree,standard,2,private,< 5,71,80,83
7100,1,group C,some college,standard,0,school_bus,5 - 10,55,58,57
7101,0,group C,associate's degree,free/reduced,3,school_bus,5 - 10,66,69,68
7102,0,group C,high school,standard,4,school_bus,< 5,51,49,36
7103,1,group C,bachelor's degree,standard,1,school_bus,< 5,77,88,83
7104,0,group C,master's degree,free/reduced,2,private,5 - 10,51,44,44
7105,1,group A,some college,standard,0,school_bus,5 - 10,57,65,64
7106,1,group B,high school,standard,6,school_bus,> 10,63,71,70
7107,1,group D,master's degree,standard,2,school_bus,5 - 10,69,81,83
7108,1,group C,associate's degree,free/reduced,0,school_bus,5 - 10,54,76,74
7109,1,group E,some high school,standard,1,school_bus,< 5,70,75,75
7110,0,group D,bachelor's degree,free/reduced,3,private,5 - 10,48,39,37
7111,0,group B,high school,standard,1,school_bus,5 - 10,41,37,37
7112,1,group B,high school,standard,0,private,5 - 10,50,53,53
7113,0,group B,some high school,standard,4,school_bus,5 - 10,79,78,71
7114,1,group D,some college,free/reduced,4,school_bus,5 - 10,74,88,90
7115,1,group C,associate's degree,standard,4,private,> 10,73,90,90
7116,1,group D,associate's degree,standard,1,private,5 - 10,68,77,83
7117,1,group C,high school,free/reduced,1,school_bus,5 - 10,65,77,72
7118,1,group D,high school,standard,2,school_bus,> 10,74,75,66
7119,1,group D,bachelor's degree,standard,2,school_bus,5 - 10,59,66,64
7120,1,group E,some college,standard,3,school_bus,5 - 10,80,86,86
7121,1,group B,associate's degree,standard,1,private,> 10,62,72,66
7122,1,group A,associate's degree,standard,0,school_bus,5 - 10,55,65,70
7123,1,group E,some college,standard,3,school_bus,5 - 10,80,79,70
7124,1,group B,high school,standard,1,school_bus,5 - 10,73,89,85
7125,0,group D,high school,standard,2,school_bus,< 5,70,63,65
7126,0,group D,some college,standard,3,private,< 5,85,72,78
7127,0,group E,some college,standard,1,private,5 - 10,83,78,73
7128,0,group D,some college,standard,4,school_bus,5 - 10,86,74,76
7129,1,group A,master's degree,free/reduced,2,private,< 5,76,89,87
7130,1,group B,master's degree,standard,0,school_bus,5 - 10,62,66,67
7131,0,group E,master's degree,free/reduced,0,private,< 5,45,41,36
7132,0,group C,some high school,free/reduced,4,private,< 5,56,59,56
7133,1,group E,bachelor's degree,standard,5,school_bus,5 - 10,86,71,80
7134,1,group B,master's degree,standard,1,private,5 - 10,54,72,77
7135,1,group A,bachelor's degree,standard,1,school_bus,> 10,74,83,83
7136,0,group A,some high school,standard,0,school_bus,5 - 10,65,64,62
7137,0,group C,bachelor's degree,standard,4,school_bus,< 5,75,70,66
7138,0,group D,bachelor's degree,standard,2,private,< 5,92,86,95
7139,0,group C,high school,free/reduced,1,private,5 - 10,51,64,56
7140,1,group D,associate's degree,standard,5,private,> 10,81,83,84
7141,0,group D,associate's degree,free/reduced,1,private,5 - 10,67,68,60
7142,1,group C,some high school,standard,3,school_bus,< 5,59,70,63
7143,0,group C,high school,standard,1,school_bus,> 10,71,56,55
7144,0,group A,associate's degree,standard,2,school_bus,5 - 10,100,97,96
7145,0,group C,bachelor's degree,free/reduced,3,school_bus,< 5,87,95,93
7146,0,group C,bachelor's degree,standard,5,private,5 - 10,60,60,62
7147,1,group B,some college,standard,2,school_bus,> 10,87,90,92
7148,1,group B,high school,standard,2,school_bus,< 5,54,76,71
7149,0,group D,some college,standard,3,school_bus,5 - 10,69,59,64
7150,0,group C,some college,free/reduced,3,school_bus,< 5,45,40,36
7151,1,group C,bachelor's degree,standard,2,private,> 10,78,89,88
7152,1,group E,high school,free/reduced,2,school_bus,5 - 10,51,55,56
7153,0,group C,associate's degree,standard,1,school_bus,5 - 10,70,62,65
7154,1,group D,some high school,standard,1,school_bus,5 - 10,71,82,78
7155,0,group A,some college,free/reduced,1,school_bus,5 - 10,77,69,64
7156,0,group A,high school,standard,0,school_bus,< 5,69,75,73
7157,1,group C,high school,standard,2,school_bus,5 - 10,62,72,73
7158,0,group B,some college,free/reduced,3,school_bus,> 10,66,60,63
7159,0,group D,some college,standard,3,private,5 - 10,55,49,43
7160,1,group C,some college,standard,0,school_bus,> 10,73,82,76
7161,1,group E,master's degree,free/reduced,0,private,< 5,48,58,55
7162,1,group A,associate's degree,standard,1,private,5 - 10,95,92,93
7163,1,group D,associate's degree,free/reduced,0,school_bus,5 - 10,73,80,85
7164,1,group C,some college,standard,7,school_bus,> 10,70,70,74
7165,1,group D,some college,standard,0,school_bus,< 5,69,84,84
7166,0,group D,master's degree,standard,3,school_bus,5 - 10,74,65,73
7167,0,group D,master's degree,free/reduced,3,school_bus,5 - 10,78,66,73
7168,0,group E,some college,free/reduced,1,private,> 10,68,62,62
7169,1,group B,some high school,standard,5,school_bus,< 5,67,83,73
7170,0,group B,master's degree,free/reduced,3,private,< 5,47,58,55
7171,0,group C,some college,standard,2,school_bus,> 10,86,85,82
7172,1,group B,master's degree,standard,2,school_bus,> 10,78,99,98
7173,0,group A,high school,standard,3,private,5 - 10,89,83,80
7174,1,group E,bachelor's degree,free/reduced,0,private,> 10,96,91,92
7175,1,group B,high school,free/reduced,1,private,< 5,44,51,50
7176,1,group E,bachelor's degree,standard,4,school_bus,5 - 10,72,68,74
7177,1,group C,high school,standard,3,private,< 5,54,73,73
7178,1,group B,some college,free/reduced,1,school_bus,5 - 10,75,73,76
7179,0,group E,master's degree,standard,1,school_bus,< 5,74,73,72
7180,0,group C,some college,free/reduced,3,private,> 10,88,88,81
7181,1,group B,high school,standard,1,private,5 - 10,28,54,51
7182,0,group C,master's degree,free/reduced,1,private,5 - 10,78,81,76
7183,1,group C,associate's degree,standard,2,school_bus,5 - 10,81,94,100
7184,1,group B,some high school,standard,3,school_bus,< 5,26,34,30
7185,1,group C,associate's degree,standard,0,school_bus,5 - 10,59,72,72
7186,1,group C,associate's degree,free/reduced,0,private,< 5,51,66,62
7187,0,group E,some college,standard,2,private,> 10,80,68,63
7188,0,group A,some college,standard,0,school_bus,5 - 10,91,90,81
7189,0,group D,some college,free/reduced,1,school_bus,< 5,65,58,58
7190,1,group E,some high school,standard,2,school_bus,< 5,90,94,93
7191,1,group E,some college,free/reduced,4,school_bus,5 - 10,64,62,59
7192,1,group D,some college,standard,1,school_bus,< 5,84,77,78
7193,1,group C,associate's degree,standard,0,school_bus,5 - 10,87,88,92
7194,1,group C,some high school,free/reduced,3,school_bus,< 5,30,37,43
7195,1,group B,associate's degree,free/reduced,2,school_bus,5 - 10,60,70,69
7196,0,group E,some college,standard,2,private,< 5,96,77,74
7197,1,group C,associate's degree,free/reduced,5,private,5 - 10,60,74,74
7198,1,group A,some college,free/reduced,0,school_bus,5 - 10,55,68,64
7199,1,group C,bachelor's degree,standard,2,school_bus,5 - 10,45,60,60
7200,1,group C,associate's degree,free/reduced,1,private,5 - 10,63,82,73
7201,1,group D,high school,standard,1,private,> 10,90,85,80
7202,0,group B,associate's degree,free/reduced,2,school_bus,5 - 10,53,52,52
7203,0,group C,master's degree,standard,2,school_bus,5 - 10,68,61,64
7204,1,group D,some high school,free/reduced,1,private,5 - 10,60,75,68
7205,0,group C,high school,standard,3,school_bus,5 - 10,63,62,58
7206,1,group D,high school,standard,3,school_bus,5 - 10,73,75,78
7207,0,group B,high school,standard,2,private,5 - 10,47,33,31
7208,0,group D,some high school,standard,1,school_bus,5 - 10,84,84,90
7209,0,group A,high school,standard,3,school_bus,5 - 10,70,59,57
7210,0,group E,high school,standard,4,private,5 - 10,91,77,72
7211,1,group C,bachelor's degree,free/reduced,4,school_bus,< 5,61,69,66
7212,1,group E,master's degree,standard,5,school_bus,< 5,67,69,70
7213,0,group B,some college,standard,2,school_bus,5 - 10,74,65,61
7214,0,group C,high school,free/reduced,4,private,5 - 10,37,41,28
7215,1,group D,high school,standard,1,private,5 - 10,87,96,94
7216,1,group C,associate's degree,free/reduced,2,school_bus,5 - 10,58,65,69
7217,0,group C,high school,standard,5,school_bus,> 10,58,60,58
7218,1,group C,some high school,standard,2,school_bus,5 - 10,60,81,71
7219,0,group E,associate's degree,standard,3,school_bus,> 10,100,100,100
7220,0,group D,associate's degree,free/reduced,3,private,< 5,36,39,44
7221,1,group B,high school,standard,1,school_bus,5 - 10,71,84,80
7222,1,group B,some college,standard,1,school_bus,> 10,82,89,98
7223,1,group E,master's degree,free/reduced,2,school_bus,5 - 10,78,76,85
7224,1,group D,high school,free/reduced,2,school_bus,5 - 10,47,54,54
7225,0,group C,some high school,free/reduced,1,school_bus,< 5,45,50,47
7226,1,group E,some college,standard,3,private,< 5,58,68,65
7227,1,group B,bachelor's degree,free/reduced,2,private,> 10,51,65,64
7228,1,group C,some college,standard,3,school_bus,5 - 10,57,58,56
7229,0,group B,high school,standard,0,school_bus,< 5,75,68,69
7230,0,group E,some college,standard,1,school_bus,5 - 10,86,83,77
7231,0,group D,some college,free/reduced,2,private,5 - 10,62,60,53
7232,1,group D,associate's degree,free/reduced,3,school_bus,> 10,63,85,74
7233,1,group E,some college,standard,4,school_bus,< 5,97,98,98
7234,0,group B,bachelor's degree,free/reduced,1,private,5 - 10,64,56,56
7235,1,group B,bachelor's degree,free/reduced,3,private,< 5,32,52,53
7236,1,group C,some high school,standard,1,school_bus,< 5,48,58,50
7237,0,group B,bachelor's degree,standard,2,school_bus,< 5,84,81,83
7238,0,group C,some high school,standard,7,school_bus,> 10,74,71,68
7239,0,group C,associate's degree,free/reduced,0,private,< 5,53,57,52
7240,0,group C,some high school,standard,3,school_bus,< 5,89,94,84
7241,0,group E,some college,free/reduced,3,school_bus,> 10,72,58,56
7242,1,group B,associate's degree,free/reduced,1,school_bus,> 10,59,76,73
7243,1,group E,associate's degree,free/reduced,3,school_bus,> 10,86,93,93
7244,1,group E,bachelor's degree,standard,1,private,> 10,85,74,80
7245,1,group C,associate's degree,standard,5,private,5 - 10,67,75,74
7246,0,group C,associate's degree,free/reduced,5,private,5 - 10,53,51,49
7247,0,group A,some high school,standard,1,private,5 - 10,62,60,48
7248,0,group C,some high school,free/reduced,2,private,> 10,55,53,46
7249,0,group C,some high school,free/reduced,2,school_bus,> 10,54,62,62
7250,1,group E,associate's degree,standard,4,private,5 - 10,92,82,84
7251,1,group E,some high school,standard,3,school_bus,5 - 10,97,82,92
7252,0,group B,bachelor's degree,standard,1,school_bus,> 10,96,90,95
7253,0,group D,some high school,free/reduced,3,private,5 - 10,61,64,63
7254,1,group B,some college,free/reduced,2,school_bus,< 5,55,70,64
7255,1,group E,bachelor's degree,free/reduced,1,private,5 - 10,64,66,69
7256,1,group D,high school,standard,2,private,5 - 10,69,66,65
7257,0,group D,high school,standard,3,school_bus,5 - 10,73,65,61
7258,0,group D,some college,free/reduced,5,private,< 5,41,53,46
7259,1,group B,bachelor's degree,standard,1,private,5 - 10,71,65,73
7260,1,group D,some high school,standard,1,school_bus,< 5,40,58,60
7261,0,group C,associate's degree,standard,4,school_bus,> 10,95,94,90
7262,0,group A,bachelor's degree,free/reduced,2,private,5 - 10,66,64,65
7263,1,group B,high school,standard,4,private,5 - 10,73,83,83
7264,1,group C,some high school,standard,1,private,> 10,68,71,67
7265,0,group C,some college,standard,3,private,< 5,53,41,39
7266,1,group E,high school,free/reduced,6,school_bus,5 - 10,70,87,85
7267,0,group E,some college,free/reduced,1,private,5 - 10,100,90,86
7268,0,group C,associate's degree,free/reduced,0,school_bus,5 - 10,75,72,72
7269,1,group A,associate's degree,standard,4,private,5 - 10,79,83,85
7270,1,group C,some high school,standard,3,school_bus,5 - 10,55,61,68
7271,1,group C,some college,standard,2,school_bus,> 10,62,73,75
7272,0,group E,some college,free/reduced,1,private,5 - 10,52,43,46
7273,0,group D,some college,standard,3,private,5 - 10,93,93,88
7274,0,group C,bachelor's degree,standard,2,school_bus,5 - 10,67,58,56
7275,1,group C,master's degree,free/reduced,0,school_bus,5 - 10,70,94,95
7276,1,group E,high school,standard,1,school_bus,< 5,49,50,49
7277,0,group B,high school,standard,4,school_bus,> 10,77,70,68
7278,1,group D,associate's degree,free/reduced,0,private,5 - 10,56,59,65
7279,1,group D,associate's degree,standard,1,school_bus,< 5,56,75,74
7280,1,group E,some high school,standard,0,school_bus,5 - 10,87,74,80
7281,0,group D,some college,standard,0,school_bus,5 - 10,86,78,77
7282,1,group C,high school,standard,3,school_bus,5 - 10,62,76,72
7283,1,group E,associate's degree,free/reduced,3,school_bus,< 5,48,59,53
7284,1,group A,some high school,standard,1,school_bus,< 5,65,68,66
7285,0,group B,some high school,free/reduced,4,private,5 - 10,27,34,36
7286,1,group C,some college,free/reduced,3,private,> 10,31,38,33
7287,1,group B,bachelor's degree,free/reduced,3,school_bus,< 5,49,52,59
7288,1,group D,some high school,standard,2,school_bus,5 - 10,48,65,66
7289,0,group C,master's degree,free/reduced,1,private,5 - 10,65,67,64
7290,0,group B,high school,standard,2,private,5 - 10,85,71,73
7291,1,group B,associate's degree,standard,2,private,< 5,48,54,54
7292,1,group D,high school,standard,1,private,5 - 10,79,100,98
7293,0,group B,associate's degree,standard,4,school_bus,> 10,82,62,64
7294,0,group D,some high school,standard,0,school_bus,> 10,74,66,64
7295,1,group D,some college,standard,2,private,5 - 10,84,99,93
7296,1,group B,high school,free/reduced,1,private,< 5,53,71,66
7297,1,group D,associate's degree,standard,3,private,< 5,59,50,61
7298,0,group C,high school,standard,3,private,< 5,70,59,57
7299,0,group D,some college,standard,3,school_bus,5 - 10,75,71,67
7300,0,group B,high school,standard,3,private,5 - 10,64,69,56
7301,0,group C,high school,standard,2,private,5 - 10,63,61,60
7302,0,group C,high school,free/reduced,1,school_bus,< 5,46,61,53
7303,0,group C,high school,standard,3,school_bus,< 5,87,68,75
7304,0,group C,high school,free/reduced,2,school_bus,< 5,42,59,49
7305,0,group D,some college,standard,1,private,< 5,53,52,54
7306,1,group C,some college,standard,2,school_bus,> 10,77,79,83
7307,0,group C,master's degree,standard,4,private,5 - 10,80,75,71
7308,1,group D,high school,free/reduced,1,school_bus,5 - 10,65,81,79
7309,0,group D,some high school,free/reduced,2,private,< 5,60,60,56
7310,1,group B,some college,standard,3,private,5 - 10,54,56,55
7311,1,group E,some high school,standard,3,private,< 5,67,61,64
7312,0,group D,high school,standard,2,school_bus,5 - 10,67,60,56
7313,0,group C,high school,standard,3,private,5 - 10,82,83,76
7314,0,group D,some college,standard,0,private,< 5,69,62,67
7315,0,group E,high school,standard,2,school_bus,5 - 10,86,81,78
7316,1,group D,master's degree,standard,4,school_bus,< 5,79,99,98
7317,1,group C,some high school,standard,1,private,5 - 10,73,74,69
7318,0,group D,some high school,free/reduced,0,private,5 - 10,64,53,42
